HHLDNO,CERTMTH,RAWBEN,EXPEDSER,FSMEDEXP,FSDEPDED,RAWNET,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,REP_SYS,CTPRHH,FSCSDED,RAWGROSS,RAWERND,FSMEDDED,UTIL,FSNDISCA,FSNDIS,LASTCERT,BENFIX,FSUSIZE,BENMAX,MINIMUM_BEN,FSNKID,FSERNDED,FSSLTDED,FSSTDDED,FSTOTDED,SHELCAP,NONCIT_HEAD,COMPOSITION,MED_DED_DEMO,ERN_INC_DED_PCT,FSSLTEXP,NETSCRN,GROSSCRN,,,,,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,FSEITC,FSFOSTER,TANF_IND,FSEARN,FSUNEARN,FSGRINC,EXCL_FSCSDED,TPOV,WRK_POOR,FSNETINC,FSBEN,FSMINBEN,SSI_CAP,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,PURE_PA,ASSLIM,FSASTEST,FSGRTEST,FSNETEST,FSBENSUPP,SUPP_BEN,FSNONCIT,FSDIS,FSELDER,FSKID,HH_Member__AGE1,HH_SEX,HH_RACE,HH_FSAFIL,HH_CTZN,HH_YRSED,HH_EMPRG,HH_EMPSTA,HH_EMPSTB,HH_WAGES,HH_SLFEMP,HH_EITC,HH_OTHERN,HH_SOCSEC,HH_VET,HH_SSI,HH_UNEMP,HH_WCOMP,HH_OTHGOV,HH_WRKREG,HH_ABWDST,HH_NDISCA,HH_WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,400,921,No adjustment,0,Other,1,0,886,0,0,921,0,0,33,281,1,281,23,0,0,975,193,1168,624,Head of unit is a citizen,No children,0,0.1999999285,1321,1133,1473,AllDay Pharmacy,213 Main St,Ann Arbor,48105,0,0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,886,886,0,78,0,0,281,0,Not in SSI-CAP,8,0,0,0,693,886,0,4250,1,1,1,95,1,0,0,1,0,64,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,886,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,9213 Sunset Ave,Clawson,MI,48873,Hudson,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
141,12,103,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,869,624,Prorated benefit,413,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,57,11,0,921,0,0,0,516,2,516,23,1,11,624,193,828,624,Head of unit is a participating noncitizen,Child(ren) and one male adult,0,0.1999999285,1790,1526,1984,Self,,,,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57,0,4,1,0,516,0,Not in SSI-CAP,0,0,0,0,0,57,0,2750,1,1,1,95,1,1,0,0,1,38,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,Other eligible noncitizen,High school graduate or GED,Not participating in E&T,"Self-employed, nonfarming",20â€“29 hours/week,0,57,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,2596 Franklin Blvd,Coldwater,MI,48372,Joseph,Rivera,,,,,,,Matthew,Rivera,4,,,,,,,,,,,,,,,,,
142,12,958,Not entitled to expedited service,0,0,776,Uses higher standard and does not receive LIHEAA assistance,Not prorated,284,1200,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),5,284,2172,263,0,921,0,0,8,883,5,1116,23,3,263,624,225,1396,624,Head of unit is a citizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,2121,2706,3518,Self,,,,0,1316,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,856,2172,0,80,1,776,883,0,Not in SSI-CAP,225,263,0,0,624,1396,0,2750,1,1,1,233,1,0,0,0,1,39,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,"Self-employed, nonfarming",20â€“29 hours/week,0,392,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,625 Lakeside Ct,Garden City,MI,48227,Isabelle,Robinson,Josiah,Rogers,24,,,,David,Robinson,17,Brittany,Rogers,9,Alexander,Rogers,14,,,,,,,,,,,
143,12,336,Not entitled to expedited service,0,0,1379,Uses higher standard based on LIHEAA assistance,Not prorated,0,960,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,2746,549,0,921,0,0,3,102,2,516,23,1,549,624,193,1366,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1881,1526,1984,Campus Book Outlet,765 Michigan St,Grand Rapids,49508,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,2746,0,180,1,1380,102,0,Not in SSI-CAP,193,568,0,0,624,1366,0,2750,1,0,1,414,1,0,0,0,1,42,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,Full-time (40 hours or more),2746,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,3671 Sycamore Ln,Fraser,MI,49121,Allison,Cooper,,,,,,,Ryan,Cooper,5,,,,,,,,,,,,,,,,,
144,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,276,863,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,861,0,0,921,0,0,1,516,2,516,23,0,0,863,193,1056,624,Head of unit is a citizen,No children,0,0.1999999285,1197,1526,1984,Happy Trails Car Wash,543 Plainfield Ave,Grand Rapids,49506,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,118,0,0,0,0,0,0,861,861,0,56,0,0,516,0,Not in SSI-CAP,94,0,0,0,668,861,0,4250,1,1,1,95,1,0,0,1,0,61,Male,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 6,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,743,0,118,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,759 Jackson Pl,Manistee,MI,49435,Jacob,Roberts,David,Jimenez,24,,,,,,,,,,,,,,,,,,,,,,,
145,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,0,0,0,921,0,0,9,516,2,516,23,1,0,624,193,817,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,921,1526,1984,Urban Style Salon,876 Wealthy St,Grand Rapids,49509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,1,29,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,1976 Lincoln Ln,Wyoming,MI,49803,Hailey,Thompson,,,,,,,Howard,Thompson,6,,,,,,,,,,,,,,,,,
146,12,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,55,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,233,0,0,921,0,0,3,281,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,976,1133,1473,TownSquare Cafe,324 Liberty St,Ann Arbor,48106,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,233,233,0,21,0,0,281,0,Not in SSI-CAP,0,0,0,0,40,233,1,2750,1,1,1,95,1,0,0,0,0,59,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3805 Meadow Ter,Fraser,MI,49978,Dylan,Young,,,,,,,,,,,,,,,,,,,,,,,,,,
147,36,107,Entitled to expedited service and received benefits within Federal time frame,0,0,377,Uses higher standard based on LIHEAA assistance,Not prorated,0,313,697,No adjustment,0,Other,1,0,1266,0,0,921,0,1,18,168,1,281,23,0,0,698,193,891,624,Head of unit is a citizen,No children,0,0.1999999285,1234,1133,1473,EasyWash Laundromat,435 Stadium Blvd,Ann Arbor,48107,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,1266,0,112,0,375,168,0,Not in SSI-CAP,290,0,0,0,698,891,0,4250,1,1,1,113,1,0,1,0,0,49,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1266,0,0,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,9221 Oak Way,Clarkston,MI,48803,Leo,Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,
148,36,246,Not entitled to expedited service,0,0,66,Uses higher standard based on LIHEAA assistance,Not prorated,0,665,1036,No adjustment,0,Other,1,0,1294,0,0,921,0,0,34,261,1,281,23,0,0,1036,193,1229,624,Head of unit is a citizen,No children,0,0.1999999285,1586,1133,1473,CareFirst Home Aides,546 Packard St,Ann Arbor,48108,0,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1294,0,114,0,65,261,0,Not in SSI-CAP,290,0,0,0,1036,1229,0,4250,1,1,1,95,1,0,0,1,0,76,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1294,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3055 Garfield Ln,Adrian,MI,49100,Zoe,Young,,,,,,,,,,,,,,,,,,,,,,,,,,
149,12,365,Not entitled to expedited service,0,0,3246,Uses higher standard based on LIHEAA assistance,Not prorated,0,2250,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),6,0,5160,999,0,921,0,0,0,365,6,1339,23,4,1032,624,258,1914,624,Head of unit is a citizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,3171,3100,4029,Self,,,,0,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,5160,0,166,1,3246,365,0,Not in SSI-CAP,258,1032,0,0,624,1914,0,2750,1,0,0,974,1,0,0,0,1,35,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,7627 Walnut Ave,Grosse Pointe Woods,MI,48270,Zoey,Hill,Riley,Morrison,24,,,,Stanley,Hill,9,Barbara,Hill,1,Lydia,Hill,6,Emily,Hill,12,,,,,,,,
150,36,23,Not entitled to expedited service,0,0,1163,Uses higher standard based on LIHEAA assistance,Not prorated,0,568,605,No adjustment,0,Other,1,0,1961,0,0,921,0,0,24,23,1,281,23,0,0,605,193,798,624,Head of unit is a citizen,No children,0,0.1999999285,1489,1133,1473,Parkside Movie Theater,657 Plymouth Rd,Ann Arbor,48109,0,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,1961,0,173,0,1163,23,1,Not in SSI-CAP,289,0,0,0,605,798,0,4250,1,1,0,258,1,0,0,1,0,69,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1961,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3072 Monroe Way,Clarkston,MI,49208,Alexa,Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
151,36,224,Not entitled to expedited service,0,0,115,Uses higher standard based on LIHEAA assistance,Not prorated,0,319,789,No adjustment,0,Other,1,0,1096,0,0,921,0,0,25,246,1,281,23,0,0,789,193,982,624,Head of unit is a citizen,No children,0,0.1999999285,1240,1133,1473,QuickStop Liquors,768 State St,Ann Arbor,48110,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1096,0,97,0,114,246,0,Not in SSI-CAP,290,0,0,0,789,982,0,4250,1,1,1,95,1,0,0,1,0,74,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,"Postsecondary education (for example, technical education or some college)",Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1096,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,2424 Main St,Farmington Hills,MI,49627,Liam,Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,12,679,Not entitled to expedited service,0,0,1058,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,486,585,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),4,0,1836,0,0,921,0,1,0,621,4,939,23,2,0,586,193,779,624,Head of unit is a citizen,Child(ren) with other multiple adults,0,0.1999999285,1407,2313,3007,QuickBite Burgers,123 Woodward Ave,Detroit,48201,0,0,0,0,0,0,0,0,0,1694,128,0,0,0,0,0,14,0,0,0,0,0,0,1836,1836,0,79,0,1057,621,0,Not in SSI-CAP,290,0,0,0,586,779,0,4250,1,1,1,318,1,0,1,0,1,38,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,6670 Cedar Blvd,Grosse Pointe Woods,MI,48049,Leah,Collins,Gabriel,Miller,24,,,,Ian,Collins,16,Violet,Miller,17,,,,,,,,,,,,,,
153,12,176,Not entitled to expedited service,0,125,1133,Uses higher standard based on LIHEAA assistance,Not prorated,0,600,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,2594,519,0,921,0,0,8,176,2,516,23,1,518,624,193,1460,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1521,1526,1984,QuickFix Phone Repair,987 Leonard St,Grand Rapids,49510,0,0,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594,0,2594,0,170,1,1134,175,0,Not in SSI-CAP,271,759,169,0,624,1460,0,2750,1,0,1,341,1,0,0,0,1,30,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,30â€“39 hours/week,2594,0,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,5211 River Ct,Grosse Pointe Park,MI,48609,Brielle,Jackson,,,,,,,Christopher,Jackson,7,,,,,,,,,,,,,,,,,
154,12,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,157,750,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,157,1048,210,0,921,1,0,9,281,1,281,23,0,209,624,193,1183,624,Head of unit is a citizen,No children,0,0.1999999285,1671,1133,1473,BrightKids Daycare,879 Huron Pkwy,Ann Arbor,48111,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,1048,0,92,1,0,281,0,Not in SSI-CAP,58,74,0,0,489,1048,0,2750,1,1,1,95,1,0,0,0,0,46,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 10,Not participating in E&T,Employed by other,20â€“29 hours/week,1048,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Adult without a disability in childless unit within the age range subject to time limits,1,6263 Forest Pl,Adrian,MI,48547,Xavier,Smith,,,,,,,,,,,,,,,,,,,,,,,,,Lease Ends Next Month,
155,12,174,Not entitled to expedited service,0,249,1193,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1200,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,2824,565,0,921,0,0,1,158,2,516,23,1,564,624,193,1630,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2121,1526,1984,Neighborhood Thrift,198 Bridge St,Grand Rapids,49511,0,0,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824,0,2824,0,185,1,1194,157,0,Not in SSI-CAP,193,564,249,0,624,1630,0,2750,1,0,1,359,1,0,0,0,1,26,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,30â€“39 hours/week,2824,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,9800 College Dr,Wyoming,MI,48987,Savannah,Brown,,,,,,,Chase,Brown,8,,,,,,,,,,,,,,,,,
156,24,252,Entitled to expedited service and received benefits within Federal time frame,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,0,624,Prorated benefit,29,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,921,0,0,0,252,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,GreenLeaf Landscaping,981 Miller Ave,Ann Arbor,48112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,0,53,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,5205 Depot Rd,Harper Woods,MI,49876,Ava,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
157,12,495,Not entitled to expedited service,0,0,1399,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,451,448,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),4,0,2130,89,0,921,0,2,7,519,4,939,23,1,89,448,193,730,624,Head of unit is a participating noncitizen,Child(ren) with other multiple adults,0,0.1999999285,1372,2313,3007,UrbanMarket Express,398 Corunna Rd,Flint,48510,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,0,0,0,0,448,1682,2130,0,92,1,1400,519,0,Not in SSI-CAP,289,133,0,0,448,730,0,4250,1,1,1,420,1,1,1,1,1,70,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,Other eligible noncitizen,Grade 8,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,1293 Sycamore Ct,Brighton,MI,49824,Isaiah,Hernandez,Rose,Ortiz,24,Jillian,Valdez,32,Riley,Ortiz,13,,,,,,,,,,,,,,,,,
158,12,740,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,0,0,0,921,0,0,3,740,3,740,23,2,0,624,193,817,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,921,1920,2495,Express Oil Change,432 Alpine Ave,Grand Rapids,49505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,1,33,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,690 Sunset Way,Sault Ste. Marie,MI,48455,Eva,Murphy,,,,,,,Zachary,Murphy,4,Donald,Murphy,14,,,,,,,,,,,,,,
